Frequency(Hz)	S21_complex
5.336633663366e+09	8.813826095990e-01+1.795599516619e-01j
5.336753675368e+09	8.853582477734e-01+1.604452887416e-01j
5.336873687369e+09	8.889287350520e-01+1.412479731703e-01j
5.336993699370e+09	8.920659445335e-01+1.219534649428e-01j
5.337113711371e+09	8.947924237262e-01+1.025963527690e-01j
5.337233723372e+09	8.970914143331e-01+8.317522937883e-02j
5.337353735374e+09	8.989644816028e-01+6.369664406494e-02j
5.337473747375e+09	9.004461530385e-01+4.417798408686e-02j
5.337593759376e+09	9.014669050834e-01+2.462098423251e-02j
5.337713771377e+09	9.020760435318e-01+5.014916452624e-03j
5.337833783378e+09	9.022579016777e-01-1.459102842529e-02j
5.337953795380e+09	9.020083248478e-01-3.420908394051e-02j
5.338073807381e+09	9.013279932277e-01-5.383186725938e-02j
5.338193819382e+09	9.002265659077e-01-7.343972117144e-02j
5.338313831383e+09	8.986950385232e-01-9.302906233348e-02j
5.338433843384e+09	8.967316011169e-01-1.125958328181e-01j
5.338553855386e+09	8.943484346535e-01-1.321101574038e-01j
5.338673867387e+09	8.915282525433e-01-1.515839974816e-01j
5.338793879388e+09	8.882857334006e-01-1.710092828242e-01j
5.338913891389e+09	8.846222316322e-01-1.903676620541e-01j
5.339033903390e+09	8.805330304637e-01-2.096399507243e-01j
5.339153915392e+09	8.760200029559e-01-2.288410542172e-01j
5.339273927393e+09	8.710817555266e-01-2.479385651084e-01j
5.339393939394e+09	8.657333334462e-01-2.669367877271e-01j
5.339513951395e+09	8.599653562500e-01-2.858222690665e-01j
5.339633963396e+09	8.537859694617e-01-3.045997426259e-01j
5.339753975398e+09	8.471849735032e-01-3.232272832512e-01j
5.339873987399e+09	8.401791774117e-01-3.417285023740e-01j
5.339993999400e+09	8.327743786636e-01-3.600650326768e-01j
5.340114011401e+09	8.249610226204e-01-3.782575716720e-01j
5.340234023402e+09	8.167320014328e-01-3.962814898877e-01j
5.340354035404e+09	8.081237580095e-01-4.141246099224e-01j
5.340474047405e+09	7.991209158156e-01-4.317936115571e-01j
5.340594059406e+09	7.897306344364e-01-4.492670908301e-01j
5.340714071407e+09	7.799558701730e-01-4.665237668922e-01j
5.340834083408e+09	7.697944715471e-01-4.835932146463e-01j
5.340954095410e+09	7.592492549871e-01-5.004349556532e-01j
5.341074107411e+09	7.483507028545e-01-5.170519899641e-01j
5.341194119412e+09	7.370709818949e-01-5.334243843829e-01j
5.341314131413e+09	7.254354501472e-01-5.495577646575e-01j
5.341434143414e+09	7.134453034466e-01-5.654433997751e-01j
5.341554155416e+09	7.010949964473e-01-5.810651201228e-01j
5.341674167417e+09	6.884134227946e-01-5.964185105735e-01j
5.341794179418e+09	6.753728125423e-01-6.115086730779e-01j
5.341914191419e+09	6.620142191756e-01-6.262988500371e-01j
5.342034203420e+09	6.483204509498e-01-6.408042271504e-01j
5.342154215422e+09	6.343097968679e-01-6.550277772684e-01j
5.342274227423e+09	6.199722705930e-01-6.689243453040e-01j
5.342394239424e+09	6.053282323862e-01-6.825229844997e-01j
5.342514251425e+09	5.903896544777e-01-6.958055431126e-01j
5.342634263426e+09	5.751576279137e-01-7.087514784427e-01j
5.342754275428e+09	5.596276924575e-01-7.213759610889e-01j
5.342874287429e+09	5.438314737947e-01-7.336596693523e-01j
5.342994299430e+09	5.277500680418e-01-7.455997102921e-01j
5.343114311431e+09	5.113999586442e-01-7.571717672761e-01j
5.343234323432e+09	4.947843390262e-01-7.684033467523e-01j
5.343354335434e+09	4.779372823088e-01-7.792643299549e-01j
5.343474347435e+09	4.608473608700e-01-7.897641639916e-01j
5.343594359436e+09	4.435076751947e-01-7.998889938604e-01j
5.343714371437e+09	4.259436710740e-01-8.096223659381e-01j
5.343834383438e+09	4.081722679421e-01-8.189867495386e-01j
5.343954395440e+09	3.901724729127e-01-8.279595006001e-01j
5.344074407441e+09	3.719898180627e-01-8.365236621961e-01j
5.344194419442e+09	3.536055774453e-01-8.447036789107e-01j
5.344314431443e+09	3.350434883016e-01-8.524664891787e-01j
5.344434443444e+09	3.162894564454e-01-8.598400752517e-01j
5.344554455446e+09	2.973924479863e-01-8.667846495159e-01j
5.344674467447e+09	2.783277164785e-01-8.733283956334e-01j
5.344794479448e+09	2.591114551291e-01-8.794542826611e-01j
5.344914491449e+09	2.397471960672e-01-8.851275775923e-01j
5.345034503450e+09	2.202734437788e-01-8.904038210708e-01j
5.345154515452e+09	2.006708186975e-01-8.952407199423e-01j
5.345274527453e+09	1.809641918325e-01-8.996423282333e-01j
5.345394539454e+09	1.611335559924e-01-9.036134908765e-01j
5.345514551455e+09	1.412368025638e-01-9.071496317121e-01j
5.345634563456e+09	1.212507619113e-01-9.102454379668e-01j
5.345754575458e+09	1.011747290983e-01-9.128983923935e-01j
5.345874587459e+09	8.106502728793e-02-9.151139622470e-01j
5.345994599460e+09	6.087731103703e-02-9.168685582781e-01j
5.346114611461e+09	4.065839147121e-02-9.182050611262e-01j
5.346234623462e+09	2.041143741440e-02-9.190691457714e-01j
5.346354635464e+09	1.401802562424e-04-9.194988448787e-01j
5.346474647465e+09	-2.015820093499e-02-9.194747884474e-01j
5.346594659466e+09	-4.045742953713e-02-9.189979666567e-01j
5.346714671467e+09	-6.073661330797e-02-9.180705644506e-01j
5.346834683468e+09	-8.100429458844e-02-9.167106448015e-01j
5.346954695470e+09	-1.012403710277e-01-9.148701806428e-01j
5.347074707471e+09	-1.214545944626e-01-9.126100591734e-01j
5.347194719472e+09	-1.416110280110e-01-9.098938710955e-01j
5.347314731473e+09	-1.617158562718e-01-9.067203425012e-01j
5.347434743474e+09	-1.817587273620e-01-9.031048314903e-01j
5.347554755476e+09	-2.017119239342e-01-8.990527430669e-01j
5.347674767477e+09	-2.215900251004e-01-8.945573477343e-01j
5.347794779478e+09	-2.413670639039e-01-8.896196203669e-01j
5.347914791479e+09	-2.610371452865e-01-8.842357689920e-01j
5.348034803480e+09	-2.805908642091e-01-8.784084612088e-01j
5.348154815482e+09	-3.000136958235e-01-8.721601977570e-01j
5.348274827483e+09	-3.193106636956e-01-8.654673580515e-01j
5.348394839484e+09	-3.384592139398e-01-8.583483840976e-01j
5.348514851485e+09	-3.574475843630e-01-8.508105256871e-01j
5.348634863486e+09	-3.762838468418e-01-8.428386744617e-01j
5.348754875488e+09	-3.949418485139e-01-8.344469262458e-01j
5.348874887489e+09	-4.134179646364e-01-8.256475640623e-01j
5.348994899490e+09	-4.316831869589e-01-8.164363907991e-01j
5.349114911491e+09	-4.497661122708e-01-8.068024868999e-01j
5.349234923492e+09	-4.676307651987e-01-7.967753988422e-01j
5.349354935494e+09	-4.852841533309e-01-7.863568963605e-01j
5.349474947495e+09	-5.026923576988e-01-7.755391906770e-01j
5.349594959496e+09	-5.198759198934e-01-7.643164115041e-01j
5.349714971497e+09	-5.368064412688e-01-7.527278855158e-01j
5.349834983498e+09	-5.534803889985e-01-7.407570728675e-01j
5.349954995500e+09	-5.698861913775e-01-7.283999808612e-01j
5.350075007501e+09	-5.860327439182e-01-7.156873480612e-01j
5.350195019502e+09	-6.018921222061e-01-7.026115115962e-01j
5.350315031503e+09	-6.174491464188e-01-6.891764495000e-01j
5.350435043504e+09	-6.327277835540e-01-6.754027585645e-01j
5.350555055506e+09	-6.476992767301e-01-6.612766606265e-01j
5.350675067507e+09	-6.623442220354e-01-6.468157996428e-01j
5.350795079508e+09	-6.766815766882e-01-6.320163978278e-01j
5.350915091509e+09	-6.906880543879e-01-6.169118333100e-01j
5.351035103510e+09	-7.043546298740e-01-6.014845355482e-01j
5.351155115512e+09	-7.176774264851e-01-5.857518703371e-01j
5.351275127513e+09	-7.306532773986e-01-5.697226327959e-01j
5.351395139514e+09	-7.432763850469e-01-5.534001678261e-01j
5.351515151515e+09	-7.555511243376e-01-5.367904388798e-01j
5.351635163516e+09	-7.674243995729e-01-5.199051265821e-01j
5.351755175518e+09	-7.789397983495e-01-5.027617077025e-01j
5.351875187519e+09	-7.900671461801e-01-4.853420636212e-01j
5.351995199520e+09	-8.008125712943e-01-4.676738291312e-01j
5.352115211521e+09	-8.111515562029e-01-4.497559414384e-01j
5.352235223522e+09	-8.211077975541e-01-4.316290621084e-01j
5.352355235524e+09	-8.306607435752e-01-4.132589535943e-01j
5.352475247525e+09	-8.397905077514e-01-3.946747735240e-01j
5.352595259526e+09	-8.485068454653e-01-3.758827441617e-01j
5.352715271527e+09	-8.568055951991e-01-3.568972181867e-01j
5.352835283528e+09	-8.646868981748e-01-3.377197338706e-01j
5.352955295530e+09	-8.721381215829e-01-3.183763385199e-01j
5.353075307531e+09	-8.791453537963e-01-2.988559057977e-01j
5.353195319532e+09	-8.857167429467e-01-2.791753941805e-01j
5.353315331533e+09	-8.918542865260e-01-2.593388290106e-01j
5.353435343534e+09	-8.975521726859e-01-2.393690498358e-01j
5.353555355536e+09	-9.027996507526e-01-2.192608236618e-01j
5.353675367537e+09	-9.075879049353e-01-1.990354551373e-01j
5.353795379538e+09	-9.119307967484e-01-1.787107132937e-01j
5.353915391539e+09	-9.158168645429e-01-1.582769114473e-01j
5.354035403540e+09	-9.192387051254e-01-1.377558955814e-01j
5.354155415542e+09	-9.222094009813e-01-1.171523776246e-01j
5.354275427543e+09	-9.247129637428e-01-9.648820063880e-02j
5.354395439544e+09	-9.267499865321e-01-7.576655666715e-02j
5.354515451545e+09	-9.283337174072e-01-5.498342892780e-02j
5.354635463546e+09	-9.294386604569e-01-3.417858229911e-02j
5.354755475548e+09	-9.300700683960e-01-1.334041505442e-02j
5.354875487549e+09	-9.302467102373e-01+7.518908984511e-03j
5.354995499550e+09	-9.299619665004e-01+2.838674590628e-02j
5.355115511551e+09	-9.291834077970e-01+4.925208471842e-02j
5.355235523552e+09	-9.279388776789e-01+7.008998687982e-02j
5.355355535554e+09	-9.262345780268e-01+9.090626890654e-02j
5.355475547555e+09	-9.240706065867e-01+1.116767273261e-01j
5.355595559556e+09	-9.214226404144e-01+1.324187940309e-01j
5.355715571557e+09	-9.183127458752e-01+1.530818675748e-01j
5.355835583558e+09	-9.147197828730e-01+1.736989974430e-01j
5.355955595560e+09	-9.106802335845e-01+1.942174263007e-01j
5.356075607561e+09	-9.061796289859e-01+2.146566331974e-01j
5.356195619562e+09	-9.012073307745e-01+2.349994217537e-01j
5.356315631563e+09	-8.957945027184e-01+2.552228785561e-01j
5.356435643564e+09	-8.899192067710e-01+2.753328490927e-01j
5.356555655566e+09	-8.835681122295e-01+2.953093559210e-01j
5.356675667567e+09	-8.767820803009e-01+3.151413428903e-01j
5.356795679568e+09	-8.695568587174e-01+3.348215994676e-01j
5.356915691569e+09	-8.618696724773e-01+3.543388961995e-01j
5.357035703570e+09	-8.537511050190e-01+3.736928254380e-01j
5.357155715572e+09	-8.451879979621e-01+3.928498531440e-01j
5.357275727573e+09	-8.361922173761e-01+4.118316205466e-01j
5.357395739574e+09	-8.267818104273e-01+4.306038080149e-01j
5.357515751575e+09	-8.169400814240e-01+4.491729849523e-01j
5.357635763576e+09	-8.066605125477e-01+4.675041722605e-01j
5.357755775578e+09	-7.959823968298e-01+4.856105382549e-01j
5.357875787579e+09	-7.848916868028e-01+5.034886053319e-01j
5.357995799580e+09	-7.733885819220e-01+5.210962815213e-01j
5.358115811581e+09	-7.614877569087e-01+5.384470838551e-01j
5.358235823582e+09	-7.491989745157e-01+5.555516378810e-01j
5.358355835584e+09	-7.365151831069e-01+5.723551019334e-01j
5.358475847585e+09	-7.234542917728e-01+5.888878205782e-01j
5.358595859586e+09	-7.100249952316e-01+6.051195877523e-01j
5.358715871587e+09	-6.962172057462e-01+6.210349145180e-01j
5.358835883588e+09	-6.820436482266e-01+6.366622433931e-01j
5.358955895590e+09	-6.675254668414e-01+6.519537148074e-01j
5.359075907591e+09	-6.526602721423e-01+6.669148574215e-01j
5.359195919592e+09	-6.374467439007e-01+6.815537684530e-01j
5.359315931593e+09	-6.219140312978e-01+6.958321504691e-01j
5.359435943594e+09	-6.060483969084e-01+7.097573545005e-01j
5.359555955596e+09	-5.898523807876e-01+7.233431575065e-01j
5.359675967597e+09	-5.733720948416e-01+7.365439135077e-01j
5.359795979598e+09	-5.565720829553e-01+7.493772702332e-01j
5.359915991599e+09	-5.394959922442e-01+7.618311820853e-01j
5.360036003600e+09	-5.221296851644e-01+7.738957375683e-01j
5.360156015602e+09	-5.044776422099e-01+7.855633258735e-01j
5.360276027603e+09	-4.865716820080e-01+7.968420989853e-01j
5.360396039604e+09	-4.684139057933e-01+8.076914541675e-01j
5.360516051605e+09	-4.499963840611e-01+8.181462508045e-01j
5.360636063606e+09	-4.313430693289e-01+8.281816476416e-01j
5.360756075608e+09	-4.124739905325e-01+8.377850644503e-01j
5.360876087609e+09	-3.933556787342e-01+8.469668423000e-01j
5.360996099610e+09	-3.740660414418e-01+8.557108625523e-01j
5.361116111611e+09	-3.545629034501e-01+8.640168160672e-01j
5.361236123612e+09	-3.348566033067e-01+8.718752940574e-01j
5.361356135614e+09	-3.149867246380e-01+8.792777067852e-01j
5.361476147615e+09	-2.949464353260e-01+8.862386473488e-01j
5.361596159616e+09	-2.747347316314e-01+8.927426086679e-01j
5.361716171617e+09	-2.543786721761e-01+8.987677168746e-01j
5.361836183618e+09	-2.338950289246e-01+9.043542208289e-01j
5.361956195620e+09	-2.132814953497e-01+9.094702462819e-01j
5.362076207621e+09	-1.925365615959e-01+9.141119615500e-01j
5.362196219622e+09	-1.716889299250e-01+9.182632977310e-01j
5.362316231623e+09	-1.507665527051e-01+9.219590817929e-01j
5.362436243624e+09	-1.297384842897e-01+9.251780567582e-01j
5.362556255626e+09	-1.086435127806e-01+9.279125046615e-01j
5.362676267627e+09	-8.749049802929e-02+9.301729907136e-01j
5.362796279628e+09	-6.628603334397e-02+9.319352493859e-01j
5.362916291629e+09	-4.503095633580e-02+9.332224001031e-01j
5.363036303630e+09	-2.375809259174e-02+9.340173231627e-01j
5.363156315632e+09	-2.460423626193e-03+9.343337670895e-01j
5.363276327633e+09	1.883764725585e-02+9.341523900958e-01j
5.363396339634e+09	4.012876052845e-02+9.334856381244e-01j
5.363516351635e+09	6.141954265439e-02+9.323433376040e-01j
5.363636363636e+09	8.267373967682e-02+9.307121335053e-01j
5.363756375638e+09	1.038819473168e-01+9.285821062036e-01j
5.363876387639e+09	1.250599261946e-01+9.259786809274e-01j
5.363996399640e+09	1.461649459711e-01+9.228779097650e-01j
5.364116411641e+09	1.671986635813e-01+9.193071494376e-01j
5.364236423642e+09	1.881708262903e-01+9.152522041110e-01j
5.364356435644e+09	2.090327190656e-01+9.107096554244e-01j
5.364476447645e+09	2.297823271165e-01+9.056840505733e-01j
5.364596459646e+09	2.504279274874e-01+9.002066547174e-01j
5.364716471647e+09	2.709329740699e-01+8.942244421647e-01j
5.364836483648e+09	2.913185775077e-01+8.877964464451e-01j
5.364956495650e+09	3.115454825982e-01+8.808961922056e-01j
5.365076507651e+09	3.316175931392e-01+8.735315196950e-01j
5.365196519652e+09	3.515204469508e-01+8.657013524865e-01j
5.365316531653e+09	3.712485700223e-01+8.574195278408e-01j
5.365436543654e+09	3.907705903007e-01+8.486712774131e-01j
5.365556555656e+09	4.101092127429e-01+8.394873092064e-01j
5.365676567657e+09	4.292155882230e-01+8.298678276381e-01j
5.365796579658e+09	4.481192299732e-01+8.198048409060e-01j
5.365916591659e+09	4.667745583429e-01+8.092921708881e-01j
5.366036603660e+09	4.851946796163e-01+7.983647537545e-01j
5.366156615662e+09	5.033634340340e-01+7.870269427830e-01j
5.366276627663e+09	5.212710024637e-01+7.752418952353e-01j
5.366396639664e+09	5.389130605666e-01+7.630648902495e-01j
5.366516651665e+09	5.562619816900e-01+7.504766656066e-01j
5.366636663666e+09	5.733269401960e-01+7.374860497723e-01j
5.366756675668e+09	5.900912721708e-01+7.241197603720e-01j
5.366876687669e+09	6.065485730673e-01+7.103500638027e-01j
5.366996699670e+09	6.226811661957e-01+6.961998628254e-01j
5.367116711671e+09	6.384817029050e-01+6.816941644293e-01j
5.367236723672e+09	6.539568095034e-01+6.668140257283e-01j
5.367356735674e+09	6.690898411595e-01+6.515782691486e-01j
5.367476747675e+09	6.838724932031e-01+6.360087389289e-01j
5.367596759676e+09	6.982923635011e-01+6.200883131316e-01j
5.367716771677e+09	7.123470479669e-01+6.038383030723e-01j
5.367836783678e+09	7.260135946180e-01+5.872643081957e-01j
5.367956795680e+09	7.393024466652e-01+5.703769011688e-01j
5.368076807681e+09	7.522111955277e-01+5.531859819257e-01j
5.368196819682e+09	7.647015996031e-01+5.356952204038e-01j
5.368316831683e+09	7.768062583184e-01+5.179171769581e-01j
5.368436843684e+09	7.884899471768e-01+4.998735949531e-01j
5.368556855686e+09	7.997575430669e-01+4.815358008104e-01j
5.368676867687e+09	8.106128063336e-01+4.629536717915e-01j
5.368796879688e+09	8.210247463335e-01+4.441220186722e-01j
5.368916891689e+09	8.309962035901e-01+4.250453802747e-01j
5.369036903690e+09	8.405349419900e-01+4.057519377685e-01j
5.369156915692e+09	8.496180936314e-01+3.862216139919e-01j
5.369276927693e+09	8.582538538413e-01+3.665056193531e-01j
5.369396939694e+09	8.664312740826e-01+3.465651922143e-01j
5.369516951695e+09	8.741423634755e-01+3.264518851291e-01j
5.369636963696e+09	8.814048890597e-01+3.061651272494e-01j
5.369756975698e+09	8.881779895821e-01+2.857116882128e-01j
5.369876987699e+09	8.944884580517e-01+2.650974662402e-01j
5.369996999700e+09	9.003087934661e-01+2.443463489885e-01j
5.370117011701e+09	9.056529994316e-01+2.234554189930e-01j
5.370237023702e+09	9.105212268720e-01+2.024402867042e-01j
5.370357035704e+09	9.148950505546e-01+1.813200840918e-01j
5.370477047705e+09	9.187671158113e-01+1.600932373350e-01j
5.370597059706e+09	9.221763101207e-01+1.387910393292e-01j
5.370717071707e+09	9.250627500605e-01+1.173974486384e-01j
5.370837083708e+09	9.274616446260e-01+9.595188678623e-02j
5.370957095710e+09	9.293564852446e-01+7.445411104102e-02j
5.371077107711e+09	9.307649140183e-01+5.291156135109e-02j
5.371197119712e+09	9.316576872984e-01+3.133319411761e-02j
5.371317131713e+09	9.320559455803e-01+9.739285599668e-03j
5.371437143714e+09	9.319493728884e-01-1.186153439238e-02j
5.371557155716e+09	9.313368456226e-01-3.346273054668e-02j
5.371677167717e+09	9.302460972139e-01-5.504321786060e-02j
5.371797179718e+09	9.286388954603e-01-7.659091393154e-02j
5.371917191719e+09	9.265333170355e-01-9.811035982197e-02j
5.372037203720e+09	9.239114969295e-01-1.195680384465e-01j
5.372157215722e+09	9.208137650217e-01-1.409610896239e-01j
5.372277227723e+09	9.172048401165e-01-1.622752687476e-01j
5.372397239724e+09	9.131048034001e-01-1.835097279318e-01j
5.372517251725e+09	9.085161948665e-01-2.046588748091e-01j
5.372637263726e+09	9.034213822689e-01-2.256720652436e-01j
5.372757275728e+09	8.978515108605e-01-2.465818537895e-01j
5.372877287729e+09	8.917881494156e-01-2.673586156255e-01j
5.372997299730e+09	8.852462099162e-01-2.879836338292e-01j
5.373117311731e+09	8.782188039485e-01-3.084668877950e-01j
5.373237323732e+09	8.707139524458e-01-3.287657193428e-01j
5.373357335734e+09	8.627449282146e-01-3.489008085447e-01j
5.373477347735e+09	8.543096749561e-01-3.688329401096e-01j
5.373597359736e+09	8.453900794363e-01-3.885791924537e-01j
5.373717371737e+09	8.360268404852e-01-4.081146585271e-01j
5.373837383738e+09	8.262073457375e-01-4.274242913889e-01j
5.373957395740e+09	8.159305923671e-01-4.465045998581e-01j
5.374077407741e+09	8.052201003826e-01-4.653372221471e-01j
5.374197419742e+09	7.940709857364e-01-4.839146547030e-01j
